软体动物，介壳形状像心脏，表面暗褐色，有轮状纹，内面色紫，栖淡水软泥中。肉可食，壳可入药。亦称“扁螺”。 | 蚬
用金属制成，底座上有承重金属板的台秤。 | 磅
〔～礴〕广大无边，如“气势～礴”；扩展，充满，如“热情～礴”。 | 磅
〔～音〕在证券、外汇等市场上，表示价格涨落的单位。 | 磅
等待 | 俟
〔万（）～〕见“万”。 | 俟
用指甲按或截断 | 掐
割断，截去 | 掐
用手的虎口及手指紧紧握住 | 掐
量词，一只手或两只手指尖相对握着的数量 | 掐
（又）打耳光 | 掴
（又）打耳光 | 掴
使液体、气体经过纱、布、纸等，除去其中所含的泥沙、杂质、渣滓、毒素而变纯净 | 滤
事情 | 务
从事，致力 | 务
追求 | 务
必须，一定 | 务
旧时收税的关卡（现多用于地名） | 务
姓。 | 务
〔～州〕地名，在安徽省。 | 亳
古人名用字。 | 伋
有靠背的坐具 | 椅
落叶乔木，木材可以制器物。亦称“山桐子”。 | 椅
击，敲，攻击 | 打
放出，发出，注入，扎入 | 打
做，造 | 打
拨动 | 打
揭，破，凿开 | 打
举，提起 | 打
涂抹，印，画 | 打
写出，开出 | 打
捆，扎 | 打
合，结合 | 打
获取，购取 | 打
除去 | 打
定出，计算 | 打
用，采用，使用 | 打
玩，玩耍 | 打
截，停，减，退 | 打
表示人体发出某种行为动作 | 打
进行某种活动，从事或担任某种工作 | 打
与某些动词结合，基本上保留原动词词义 | 打
自，从 | 打
量词，指十二个 | 打
人和高等动物体内主管血液循环的器官（通称“心脏”） | 心
中央，枢纽，主要的 | 心
习惯上指思想的器官和思想情况，感情等 | 心
多余的，多而无用的 | 赘
招女婿 | 赘
会聚。 | 赘
方言，使受累赘 | 赘
古同“缀”，连结。 | 赘
古代用来染缯的黑色矿物。 | 磾
同“它”。 | 牠
羊叫。 | 芈
姓。 | 芈
戒备，预先作好应急的准备 | 防
守卫 | 防
堤坝 | 防
抵得，相当 | 防
古书上说的树，果实像梨，味酸甜，核坚实。 | 杙
小木桩；亦泛指木桩 | 杙
拴系在木桩上 | 杙
尖锐的小木棍儿 | 杙
戳；刺。 | 杙
希望 | 冀
中国河北省的别称。 | 冀
姓。 | 冀
年老的男人 | 叟
咽下去。 | 哙
喙，鸟兽嘴。 | 哙
古同“快”，畅快。 | 哙
有机化学中，分子式可以用表示的一类化合物 | 烷
登，上升 | 跻
苔藓植物的一纲。属于这一纲的植物茎和叶都很小，绿色，有假根，常生在阴湿地方。 | 藓
计算长短的器具或单位 | 度
事物所达到的境界 | 度
分角的单位，一圆周角分为度 | 度
依照计算的一定标准划分的单位 | 度
电能的单位，一千瓦小时电量的通称。 | 度
法则，应遵行的标准 | 度
哲学上指一定事物保持自己质的数量界限。 | 度
能容受的量 | 度
考虑，打算 | 度
过，由此到彼 | 度
量词，次 | 度
僧尼道士劝人出家 | 度
姓。 | 度
计算，推测 | 度
收藏东西的器具，通常指小型的，盖可以开合 | 匣
吉祥，安祥。 | 祺
拉，牵引 | 挽
设法使局势好转或恢复原状 | 挽
追悼死人 | 挽
古同“晚”，后来的。 | 挽
同“绾”。 | 挽
孳生 | 殖
种植 | 殖
兴生财利 | 殖
〔骨～〕尸骨。 | 殖
人或某些动物体内器官之一，在肝脏右叶的下部 | 胆
不怕凶暴和危险的精神、勇气 | 胆
装在器物内部而中空的东西 | 胆
本色，白色 | 素
颜色单纯，不艳丽 | 素
洁白的绢 | 素
本来的，质朴、不加修饰的 | 素
物的基本成分 | 素
向来 | 素
白，不付代价 | 素
非肉类的食品，与“荤”相对 | 素
揩擦 | 拭
汉字的一种书体 | 篆
书写篆字 | 篆
印章多用篆文，故为官印的代称，又为对别人名字的敬称 | 篆
监禁罪犯的地方 | 狱
罪案，官司 | 狱
〔～～〕光明。 | 裳
古代指遮蔽下体的衣裙。 | 裳
〔衣～〕衣服。 | 裳
昆虫，体长二、三毫米，头小，色黑，胸背隆起，吸人畜的血液，幼虫栖于水中。 | 蚋
寄托，依托。 | 侂
古同“托”。 | 侂
看，察看 | 观
看到的景象或样子 | 观
对事物的看法、认识 | 观
道教的庙宇 | 观
古代宫门前的双阙。 | 观
楼台 | 观
姓。 | 观
安静。 | 宓
姓。 | 宓
古同“伏”，“伏羲”亦作“宓羲”。 | 宓
大鼎。 | 鼐
告别 | 辞
不接受，请求离去 | 辞
躲避，推托 | 辞
解雇 | 辞
同“词”。 | 辞
优美的语言 | 辞
讲话；告诉 | 辞
文体的一种 | 辞
古书上说的一种树。 | 栃
〔～～〕雨滴的样子。 | 泷
急流的水。 | 泷
〔～水〕地名，在中国广东省。 | 泷
（泷） | 泷
和，配合得当 | 谐
滑稽 | 谐
（事情）商量好，办妥 | 谐
丝织品的总称 | 帛
戒止 | 惩
处罚，警戒 | 惩
苦于 | 惩
事物的主体或重要部分 | 干
做 | 干
有才能的，善于办事的 | 干
方言，坏、糟 | 干
触犯，冒犯，冲犯 | 干
追求，求取，旧指追求职位俸禄 | 干
关连，涉及 | 干
盾，古代抵御刀枪的兵器 | 干
古代用以记年、记月、记日、记时（亦作编排次序）的十个字（甲乙丙丁戊己庚辛壬癸） | 干
涯岸，水边 | 干
个数 | 干
没有水分或水分少 | 干
枯竭，尽净 | 干
徒然，白白地 | 干
指没有血缘或婚姻关系，拜认的亲属 | 干
〔～将（）〕古剑名。 | 干
姓。 | 干
转（）授，递 | 传
推广，散布 | 传
解说经义的文字 | 传
记载某人一生事迹的文字 | 传
以演述历史和人物故事为中心的文学作品 | 传
古代设于驿站的房舍，亦指驿站上所备的马车 | 传
挑拣，挑选 | 择
义同“择”（），用于口语 | 择
献东西给上级，古代臣下或属国把物品进献给帝王 | 贡
封建时代给朝廷荐举人才 | 贡
姓。 | 贡
〔～鱼〕体侧扁而高，没有腹鳍，背部青白色，鳞细。肉味鲜美，为名贵食用经济鱼类。亦称“银鲳”、“镜鱼”、“平鱼”。 | 鲳
（鲳） | 鲳
被压迫阶级用暴力夺取政权，摧毁旧的腐朽的社会制度，建立新的进步的社会制度。 | 革
事物的根本变革 | 革
古（病）危机。 | 革
分杈的 | 丫
像树枝的分杈 | 丫
由原有数量中去掉一部分 | 减
降低程度，衰退 | 减
没有阻碍地 | 畅
痛快，尽情地 | 畅
姓。 | 畅
兵 | 卒
旧称差役 | 卒
死亡 | 卒
完毕，终了 | 卒
终于 | 卒
同“猝”。 | 卒
可以治病的东西 | 药
有一定作用的化学物品 | 药
用药物救治 | 药
毒死 | 药
古同“约”，缠。 | 药
草名，即“白芷”。 | 药
用纸或丝织物把书、画等衬托粘糊起来 | 裱
用纸或其他材料糊屋子的墙壁或顶棚 | 裱
积水池 | 潢
染纸 | 潢
〔～～〕水深广的样子，如“扬流波之～～兮”；威武的样子，如“武夫～～”。 | 潢
舍去，扔掉 | 弃
排除阻塞物，疏通水道 | 决
堤岸被水冲开 | 决
断定，拿定主意 | 决
一定（用在否定词前） | 决
决定最后胜败 | 决
执行死刑 | 决
由另一方面到这一方面，与“往”、“去”相对 | 来
从过去到现在 | 来
现在以后，未到的时间 | 来
用在数词或数量词后面，表示约略估计 | 来
做某个动作 | 来
用在动词前，表示要做某事 | 来
用在动词后，表示做过（一般均可用“来着”） | 来
用在动词后，表示动作的趋向 | 来
表示发生 | 来
在数词一、二、三后面，表示列举理由 | 来
用做诗、歌词中的衬字 | 来
表示语气，归去～兮！ | 来
姓。 | 来
告诉，告诫 | 诏
帝王所发的文书命令 | 诏
古代锄草的农具。 | 耨
锄草 | 耨
〔～烂〕光彩，耀眼，如“阳光～烂”。亦简称“灿”，如“～若晨星”。 | 灿
（灿） | 灿
〔玳～〕见“玳”。 | 瑁
古代帝王所执的玉器，用以覆诸侯的圭。 | 瑁
一种用圆形能旋转的多刃刀具切削金属的专用设备，称“铣床”，上有“铣刀”。 | 铣
在铣床上加工金属工件 | 铣
有光泽的金属 | 铣
小凿。 | 铣
古代钟下的两角。 | 铣
以金装饰弓的两头。 | 铣
箭头 | 镞
形容箭的锋利轻捷 | 镞
旧时称成年男子 | 夫
旧时称服劳役的人 | 夫
〔～子〕旧时对学者的称呼；旧时称老师；旧时妻称夫；称读古书而思想陈腐的人。 | 夫
与妻结成配偶者 | 夫
文言发语词 | 夫
文言助词 | 夫
文言指示代词，相当于“这”或“那” | 夫
以劳动群众为主体的社会基本成员 | 民
指人或人群 | 民
劳动大众的，非官方的 | 民
某族的人 | 民
从事不同职业的人 | 民
非军事的 | 民
同“苠”。 | 民
斟酒 | 酌
饮酒宴会 | 酌
考虑，度量 | 酌
倾斜的地方 | 坡
倾斜 | 坡
玉名。 | 珝
挑选 | 拣
同“捡”。 | 拣
〔蹂～〕见“蹂”。 | 躏
〔～鱼〕即“鲨鱼”。 | 鲛
〔～人〕神话传说中生活在海中的人，其泪珠能变成珍珠。亦作“蛟人”。 | 鲛
〔～绡〕神话传说鲛人所织的绡，极薄，后用以泛指薄纱。 | 鲛
（鲛） | 鲛
投，扔 | 抛
舍弃，丢下 | 抛
氨分子中部分或全部氢原子被烃基取代后而成的有机化合物，胺类大都具有碱性，能与酸结合而成盐，是制作合成染料、药物等的原料。 | 胺
〔～～〕敬谨恐惧的样子。 | 夔
〔～立〕肃立。 | 夔
古代传说中的一种龙形异兽。 | 夔
用带绳子的箭射鸟 | 弋
姓。 | 弋
鸟类的一科，嘴细长而侧扁，翅膀长，善于飞翔，叫得很好听。 | 鸫
簸动，向上播散 | 扬
高举，向上 | 扬
在空中飘动 | 扬
称颂，传播 | 扬
姓。 | 扬
一头尖锐，可以扎窟窿的工具 | 锥
像锥子的东西 | 锥
用锥子形的工具钻 | 锥
淘米汁。 | 潘
姓。 | 潘
古同“讶”。 | 冴
云彩兴起的样子。 | 霨
把衣服等放在阳光下，或放在通风透气的地方使干 | 晾
数目，八加一（在钞票和单据上常用大写“玖”代） | 九
泛指多次或多数 | 九
与“内”、“里”相对 | 外
不是自己这方面的 | 外
指“外国” | 外
称母亲、姐妹或女儿方面的亲戚 | 外
称岳父母 | 外
称丈夫 | 外
关系疏远的 | 外
对正式的而言，指非正式的 | 外
传统戏剧角色名 | 外
同“嵩”。 | 崧
古代大臣上朝拿着的手板，用玉、象牙或竹片制成，上面可以记事 | 笏
过去，往 | 逝
死，多用于对死者的敬意 | 逝
古同“誓”，表决心之词。 | 逝
一年的第二季 | 夏
中国朝代名 | 夏
指中国 | 夏
姓。 | 夏
把东西去掉或拿下来 | 卸
解除，不肯承担 | 卸
同“剪”。 | 翦
姓。 | 翦
面容 | 貌
外表的样子 | 貌
外观 | 貌
古书注解里表示状态、样子，如“飞貌”指飞的样子。 | 貌
描绘，画像 | 貌
久，远，长 | 悠
在空中摆动 | 悠
稳住，控制 | 悠
闲适，闲散 | 悠
和顺，（说话）曲折含蓄 | 婉
美好，柔美 | 婉
由躺而坐或由坐而立等 | 起
离开原来的位置 | 起
开始 | 起
拔出，取出 | 起
领取（凭证） | 起
由下向上，由小往大里涨 | 起
发生，产生，发动，提出 | 起
长出 | 起
拟定 | 起
建造，建立 | 起
群，组，批 | 起
量词，指件，宗 | 起
自，从 | 起
用在动词后，表示动作的趋向 | 起
用在动词后，与“来”连用，表示动作开始 | 起
用在动词后，常与“不”或“得”连用，表示胜任；亦表示达到某一种标准 | 起
〔～鱼〕体侧扁而长，银灰带红色，体侧有十余条黑色横纹，产卵季节色泽鲜艳，故亦称“桃花鱼”。是溪流中的小型经济鱼类。 | 鱲
古同“龟”。 | 亀
含在土里的一种物质，化学成分是碳酸钠，用做洗涤剂，亦用来中和发面中的酸味 | 碱
化学上称能在水溶液中电离而生成氢氧离子（－）的化合物，如氢氧化钠等。溶液具有涩味，能使石蕊试纸变蓝，能跟酸中和而生成盐 | 碱
衣襟 | 衽
衣袖。 | 衽
古代睡觉时用的席子 | 衽
美玉。 | 璨
同“粲”。 | 璨
最高的，最上的及最高最上的部分 | 顶
用头支承 | 顶
支撑，抵住 | 顶
从下面拱起 | 顶
最，极 | 顶
相对着 | 顶
相当，等于 | 顶
担当 | 顶
代替 | 顶
争辩，冲撞 | 顶
量词，用于某些有顶的东西 | 顶
到（某个时间） | 顶
追，尽早或及时到达 | 赶
从速，快做 | 赶
驱逐，驱使 | 赶
等到（某个时候） | 赶
遇到（某种情形或机会） | 赶
［～～］容貌大而美的样子。 | 俣
等辈，同类的人们 | 侪
婚配 | 侪
面积阔大无人定居，缺水干燥的沙石地带 | 漠
空旷 | 漠
冷淡地，不经心地 | 漠
古同“寞”，寂静无声。 | 漠
替 | 代
历史上划分的时期 | 代
世系的辈分 | 代
姓。 | 代
〈方〉同“”；江、湖边的低洼地。 | 塱
等，辈 | 曹
古代分科办事的官署 | 曹
诉讼的原告、被告两方。 | 曹
姓。 | 曹
年老的女人 | 妪
〔～豆〕一年生或二年生草本植物，结荚果。嫩荚和种子可食；这种植物的种子。 | 豌
趁敌人不备时攻击 | 袭
触及 | 袭
照样做，照样继续下去 | 袭
量词，指成套的衣服 | 袭
衣上加衣，引申为重迭 | 袭
合，和 | 袭
闲游，游览 | 逛
高出周围，与“凹”相对 | 凸
校对文字 | 雠
同“仇”。 | 雠
同等 | 雠
售，给价。 | 雠
应对 | 雠
古同“酬”，酬酢。 | 雠
形容大的声响 | 轰
用大炮或炸弹破坏 | 轰
驱逐，赶走 | 轰
两山之间 | 岬
突入海中的陆地 | 岬
捕鸟的网 | 罗
张网捕捉 | 罗
搜集，招致，包括 | 罗
散布 | 罗
过滤流质或筛细粉末用的器具 | 罗
用罗筛东西 | 罗
轻软有稀孔的丝织品 | 罗
量词，用于商业，一罗合十二打。 | 罗
同“脶”。 | 罗
姓。 | 罗
破开，开了缝（） | 裂
物体的两部分向两旁分开 | 裂
叹词，表示赞叹或惊异 | 啊
助词，在句末，表示惊叹的语气（常因前面字音不同而发生变音，可用不同的字来表示） | 啊
叹词，表示疑惑 | 啊
叹词，表示疑问或反问 | 啊
叹词，表示应诺（音较短） | 啊
叹词，表示醒悟（音较长） | 啊
表示赞叹（音较长） | 啊
熔化金属。 | 炀
火旺。 | 炀
烘干，烤火。 | 炀
古代谥法，去礼远众称“炀”。 | 炀
红褐色 | 赭
藜。 | 莱
〔～菔〕萝卜的别称。 | 莱
古代指郊外轮休的田，亦指田废生草 | 莱
保持，卫护 | 守
看管 | 守
在一个地方不动 | 守
遵照 | 守
维持原状，不想改变 | 守
呆在一起 | 守
节操 | 守
靠近，依傍 | 守
古代官名 | 守
姓。 | 守
交换 | 兑
液体从一个容器注入另一个容器，一种东西搀到另一种东西里去 | 兑
八卦之一，代表沼泽。 | 兑
直 | 兑
古同“锐”，尖锐。 | 兑
古同“悦”，喜悦。 | 兑
覆盖 | 奄
忽然，突然 | 奄
气息微弱 | 奄
古同“阉”，指宦官。 | 奄
古同“淹”，停留，久留。 | 奄
售卖货物的铺子 | 店
旅馆 | 店
〔枓～〕见“枓”。 | 栱
题字的横牌，挂在门或墙的上部 | 匾
一种用竹篾编成的器具，圆形的下底，边框很浅，用来养蚕、盛粮食等。 | 匾
〔棵儿（）〕植物的大小，如“树棵儿（）很大”，“拣棵儿（）大的菜拔”。 | 棵
量词，用于植物 | 棵
公羊，特指骟过的 | 羯
中国古代北方的民族，匈奴的一个分支 | 羯
同“玡”。 | 琊
用笔作字 | 写
描摹，叙述 | 写
因害怕而自觉心跳 | 悸
急促 | 匆
哺乳动物，肉可食，鬃可制刷，皮可制革，粪是很好的肥料 | 猪
古同“潴”，水积存之处。 | 猪
窄，不宽阔，与“广”相对 | 狭
摇动着冲刷，略微洗洗 | 涮
把肉片等放在滚水里烫一下就取出来蘸作料吃 | 涮
耍弄，骗 | 涮
多年生草本植物，生在水边，叶子长形，似芦苇，秋天开紫花，茎可以编席箔。 | 荻
打猎，古代指冬天打猎 | 狩
古代指放火烧山以围猎。 | 狩
古同“守”，指帝王视察诸侯所守的地方。 | 狩
使不受侵犯和损害 | 护
掩蔽，包庇 | 护
情绪激昂，愤激 | 慨
叹息，叹气 | 慨
